time,open,high,low,close,volume,atr,rsi,ema50,macd,adx,swing_high,swing_low,last_swing_high,last_swing_low,prev_swing_high,structure,bos_bullish,bos_bearish,trend,ob_bullish,ob_bearish,ob_bottom,ob_top,ob_strength,ob_mitigated,active_ob_bull_top,active_ob_bull_bot,active_ob_bear_top,active_ob_bear_bot,inside_ob_bull,inside_ob_bear,fvg_bullish,fvg_bearish,fvg_bull_top,fvg_bull_bot,fvg_bear_top,fvg_bear_bot,active_fvg_bull_top,active_fvg_bull_bot,active_fvg_bear_top,active_fvg_bear_bot,inside_fvg_bull,inside_fvg_bear,sweep_liquidity_high,sweep_liquidity_low,fvg_density,ob_density,range_position,in_premium,in_discount,in_ote_bull,in_ote_bear,is_in_premium,is_in_discount,P_traditional,R1_traditional,S1_traditional,R2_traditional,S2_traditional,P_fibonacci,R1_fibonacci,S1_fibonacci,R2_fibonacci,S2_fibonacci,confluence_score,gold_ema_50,gold_ema_200,gold_trend,dxy_open,dxy_high,dxy_low,dxy_close,dxy_volume,dxy_rsi,dxy_ema_50,dxy_trend,gold_dxy_corr,inverse_confluence,csm_USD,csm_base,csm_quote,csm_diff,news_impact_USD,news_impact_net,news_sentiment,news_impact_score,news_impact_base,news_impact_quote,day_of_week,month,dxy_corr_30d
2023-07-24 04:00:00,1961.699951171875,1967.300048828125,1959.5,1964.9000244140625,19099,7.800048828125,50.0,1964.9000244140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964.9000244140625,1964.9000244140625,-1,1965.300048828125,1965.5,1960.300048828125,1960.300048828125,2.0,50.0,1960.300048828125,-1,0.0,0,5.049671415301123,5.0,5.049671415301123,-0.04967141530112329,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0
2023-07-24 08:00:00,1964.9000244140625,1969.800048828125,1961.4000244140625,1966.9000244140625,27288,8.10003662109375,50.0,1964.9784557866117,0.1595441595441116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1963.9000244140625,1968.300048828125,1960.5,1971.7000732421875,1956.0999755859375,1963.9000244140625,1966.8796430664063,1960.9204057617187,1968.7204545898437,1959.0795942382813,0.0,1964.9784557866117,1964.919924911575,1,1965.300048828125,1965.5,1960.300048828125,1960.300048828125,2.0,50.0,1960.300048828125,-1,0.0,1,4.048934489255573,5.0,4.048934489255573,0.951065510744427,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0
2023-07-24 12:00:00,1966.9000244140625,1969.800048828125,1958.5,1961.5999755859373,87081,9.166707356770834,27.397077020834573,1964.8459663669773,-0.14007094003136444,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1966.0333658854167,1970.666707356771,1962.2666829427085,1974.4333902994792,1957.6333414713542,1966.0333658854167,1969.2421752115886,1962.824556559245,1971.2245809733074,1960.842150797526,0.0,1964.8459663669773,1964.886890589927,-1,1965.300048828125,1965.5,1960.300048828125,1960.300048828125,2.0,50.0,1960.300048828125,-1,0.0,0,3.958376666514341,5.0,3.958376666514341,1.041623333485659,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0
2023-07-24 16:00:00,1961.5999755859373,1963.5,1955.300048828125,1956.300048828125,44437,8.925018310546875,15.873046629012109,1964.5108323458458,-0.7960020449938838,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1963.3000081380208,1968.1000162760415,1956.7999674479165,1974.6000569661458,1951.9999593098958,1963.3000081380208,1967.6166267903645,1958.983389485677,1970.283438313802,1956.3165779622395,0.0,1964.5108323458458,1964.801449378367,-1,1965.300048828125,1965.5,1960.300048828125,1960.300048828125,2.0,50.0,1960.300048828125,-1,0.0,0,3.8607628140454433,5.0,3.8607628140454433,1.1392371859545567,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0
2023-07-24 20:00:00,1956.300048828125,1957.5,1954.5999755859373,1956.0,3827,7.7200195312500455,15.503846626986004,1964.1770742146361,-1.3247724520374504,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,1958.5,1957.5,0.0,0.0,1958.5,1957.5,0,1,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1958.36669921875,1961.433349609375,1953.2333984375,1966.566650390625,1950.166748046875,1958.36669921875,1961.4990805664063,1955.2343178710937,1963.4342690429687,1953.2991293945313,20.0,1964.1770742146361,1964.713872767637,-1,1965.300048828125,1965.5,1960.300048828125,1960.300048828125,2.0,50.0,1960.300048828125,-1,0.0,0,4.43479413483552,5.0,4.43479413483552,0.5652058651644802,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0.0
2023-07-25 00:00:00,1956.0999755859373,1965.0,1955.5,1963.4000244140625,14837,8.016682942708371,46.305427605864175,1964.146601673437,-1.1336388011402505,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1958.5,1957.5,0.0,0.0,1958.5,1957.5,0,1,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1956.0333251953125,1957.4666748046877,1954.566650390625,1958.9333496093752,1953.1333007812498,1956.0333251953125,1957.1411345214844,1954.9255158691406,1957.8255402832033,1954.2411101074217,20.0,1964.146601673437,1964.7007996496911,-1,1953.0,1962.5,1953.0,1962.0999755859373,19.0,50.0,1960.3706341911766,1,0.0,-1,4.863090417332299,5.0,4.863090417332299,0.13690958266770092,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0
2023-07-25 04:00:00,1963.0,1965.5999755859373,1961.199951171875,1962.699951171875,19411,7.500017438616071,44.761760824957996,1964.089870281219,-1.0268175520802743,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,1961.199951171875,1957.5,1958.5,1957.5,1961.199951171875,1957.5,1958.5,1957.5,1,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1961.3000081380208,1967.1000162760415,1957.6000162760415,1970.8000081380208,1951.8000081380208,1961.3000081380208,1964.9290081380207,1957.6710081380209,1967.1710081380209,1955.4290081380207,20.0,1964.089870281219,1964.6808907096135,-1,1953.0,1962.5,1953.0,1962.0999755859373,19.0,50.0,1960.438451500775,1,0.0,-1,4.708552139261091,5.0,4.708552139261091,0.29144786073890927,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0
2023-07-25 08:00:00,1962.699951171875,1965.0999755859373,1954.300048828125,1962.0,28213,7.912506103515597,43.31793865003066,1964.0079145839163,-0.9872606264752903,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1961.199951171875,1957.5,1958.5,1957.5,1961.199951171875,1957.5,1958.5,1957.5,1,1,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1963.1666259765625,1965.13330078125,1960.7332763671877,1967.5666503906248,1958.7666015625002,1963.1666259765625,1964.8474353027343,1961.4858166503907,1965.885841064453,1960.447410888672,40.0,1964.0079145839163,1964.6542151801648,-1,1953.0,1962.5,1953.0,1962.0999755859373,19.0,50.0,1960.5036093080362,1,0.0,-1,5.528361725530249,5.0,5.528361725530249,-0.5283617255302486,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0
2023-07-25 12:00:00,1961.9000244140625,1966.9000244140625,1951.5999755859373,1965.699951171875,84344,8.733344184027779,51.57465745853698,1964.074268959915,-0.6498650998091762,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1961.199951171875,1957.5,1958.5,1957.5,1961.199951171875,1957.5,1958.5,1957.5,1,1,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1960.4666748046875,1966.63330078125,1955.8333740234377,1971.2666015624998,1949.6667480468752,1960.4666748046875,1964.5922468261717,1956.3411027832033,1967.1410295410155,1953.7923200683595,40.0,1964.074268959915,1964.6646205134157,1,1953.0,1962.5,1953.0,1962.0999755859373,19.0,50.0,1960.5662119071694,1,0.0,0,5.469859472196158,5.0,5.469859472196158,-0.4698594721961582,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0
2023-07-25 16:00:00,1965.5999755859373,1967.0999755859373,1962.800048828125,1966.0999755859373,31553,8.290002441406227,52.325482366077345,1964.1537084354452,-0.3462072256606916,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1961.199951171875,1957.5,1958.5,1957.5,1961.199951171875,1957.5,1958.5,1957.5,0,0,0,0,0.0,0.0,0.5,0,0,0,0,0,0,1961.3999837239583,1971.1999918619792,1955.899943033854,1976.7000325520835,1946.099934895833,1961.3999837239583,1967.244602376302,1955.5553650716145,1970.8554138997397,1951.9445535481768,0.0,1964.1537084354452,1964.678902653441,1,1953.0,1962.5,1953.0,1962.0999755859373,19.0,50.0,1960.6263595024152,1,0.0,0,6.038500870934671,5.0,6.038500870934671,-1.038500870934671,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0.0
