time,close,open,high,low,volume
2000-08-30,730.4418746257847,730.4418746257847,731.9027583750363,728.9809908765332,10000
2000-08-31,718.8281964407258,718.8281964407258,720.2658528336073,717.3905400478444,10000
2000-09-01,722.5247298447899,722.5247298447899,723.9697793044795,721.0796803851003,10000
2000-09-05,726.4277779306065,726.4277779306065,727.8806334864677,724.9749223747452,10000
2000-09-06,730.5420774440464,730.5420774440464,732.0031615989345,729.0809932891583,10000
2000-09-07,730.9574462566081,730.9574462566081,732.4193611491213,729.495531364095,10000
2000-09-08,733.6166386071843,733.6166386071843,735.0838718843987,732.1494053299699,10000
2000-09-11,734.5362253082013,734.5362253082013,736.0052977588177,733.0671528575849,10000
2000-09-12,734.8382247784692,734.8382247784692,736.3079012280261,733.3685483289123,10000
2000-09-13,735.3781682763706,735.3781682763706,736.8489246129234,733.9074119398178,10000
2000-09-14,736.2230037652781,736.2230037652781,737.6954497728087,734.7505577577475,10000
2000-09-15,736.2597897342001,736.2597897342001,737.7323093136686,734.7872701547317,10000
2000-09-18,738.8164052990179,738.8164052990179,740.2940381096159,737.3387724884199,10000
2000-09-19,736.5046351493443,736.5046351493443,737.977644419643,735.0316258790456,10000
2000-09-20,743.5720377243216,743.5720377243216,745.0591817997703,742.0848936488729,10000
2000-09-21,739.715112536396,739.715112536396,741.1945427614687,738.2356823113232,10000
2000-09-22,735.1252605766724,735.1252605766724,736.5955110978258,733.655010055519,10000
2000-09-25,729.1078697971933,729.1078697971933,730.5660855367877,727.6496540575989,10000
2000-09-26,729.1866837855285,729.1866837855285,730.6450571530996,727.7283104179575,10000
2000-09-27,716.6778347329582,716.6778347329582,718.1111904024241,715.2444790634923,10000
2000-09-28,724.7092276334077,724.7092276334077,726.1586460886746,723.2598091781409,10000
2000-09-29,729.9010863594406,729.9010863594406,731.3608885321595,728.4412841867216,10000
2000-10-02,731.2731773006763,731.2731773006763,732.7357236552776,729.8106309460749,10000
2000-10-03,734.6053491176647,734.6053491176647,736.0745598159,733.1361384194294,10000
2000-10-04,737.8747916352903,737.8747916352903,739.3505412185609,736.3990420520197,10000
2000-10-05,737.1098939648147,737.1098939648147,738.5841137527443,735.635674176885,10000
2000-10-06,740.1023189929309,740.1023189929309,741.5825236309167,738.6221143549451,10000
2000-10-09,738.0904399407402,738.0904399407402,739.5666208206217,736.6142590608588,10000
2000-10-10,731.5380504903217,731.5380504903217,733.0011265913023,730.074974389341,10000
2000-10-11,736.5493307581679,736.5493307581679,738.0224294196843,735.0762320966516,10000
2000-10-12,720.4659606817235,720.4659606817235,721.9068926030869,719.02502876036,10000
2000-10-13,732.0174894015648,732.0174894015648,733.481524380368,730.5534544227617,10000
2000-10-16,734.4445841964105,734.4445841964105,735.9134733648033,732.9756950280176,10000
2000-10-17,735.0026147422836,735.0026147422836,736.4726199717682,733.5326095127991,10000
2000-10-18,737.5973930960953,737.5973930960953,739.0725878822875,736.1221983099031,10000
2000-10-19,737.5348060612431,737.5348060612431,739.0098756733656,736.0597364491206,10000
2000-10-20,734.6358543496716,734.6358543496716,736.105126058371,733.1665826409723,10000
2000-10-23,736.6594027968056,736.6594027968056,738.1327216023992,735.186083991212,10000
2000-10-24,735.9953097723563,735.9953097723563,737.4673003919011,734.5233191528116,10000
2000-10-25,746.942029680466,746.942029680466,748.4359137398269,745.4481456211051,10000
2000-10-26,750.9984014222275,750.9984014222275,752.500398225072,749.496404619383,10000
2000-10-27,752.5118501663197,752.5118501663197,754.0168738666524,751.006826465987,10000
2000-10-30,752.7402446680488,752.7402446680488,754.245725157385,751.2347641787127,10000
2000-10-31,750.8757095738337,750.8757095738337,752.3774609929814,749.373958154686,10000
2000-11-01,752.997388034362,752.997388034362,754.5033828104307,751.4913932582932,10000
2000-11-02,751.20429107795,751.20429107795,752.7066996601059,749.701882495794,10000
2000-11-03,750.402183468088,750.402183468088,751.9029878350242,748.9013791011517,10000
2000-11-06,751.21653059828,751.21653059828,752.7189636594766,749.7140975370834,10000
2000-11-07,751.9605605932869,751.9605605932869,753.4644817144734,750.4566394721004,10000
2000-11-08,749.080133500672,749.080133500672,750.5782937676734,747.5819732336706,10000
2000-11-09,746.9706766148646,746.9706766148646,748.4646179680943,745.4767352616349,10000
2000-11-10,750.4763205098722,750.4763205098722,751.9772731508918,748.9753678688525,10000
2000-11-13,750.7100803599418,750.7100803599418,752.2115005206617,749.2086601992219,10000
2000-11-14,749.3019352579418,749.3019352579418,750.8005391284577,747.8033313874258,10000
2000-11-15,749.2478024509694,749.2478024509694,750.7462980558713,747.7493068460675,10000
2000-11-16,747.7266524397301,747.7266524397301,749.2221057446095,746.2311991348506,10000
2000-11-17,747.5901681588075,747.5901681588075,749.0853484951251,746.0949878224899,10000
2000-11-20,745.7396595766497,745.7396595766497,747.231138895803,744.2481802574964,10000
2000-11-21,747.6011936865837,747.6011936865837,749.0963960739568,746.1059912992105,10000
2000-11-22,746.3930638559127,746.3930638559127,747.8858499836246,744.9002777282009,10000
2000-11-27,735.5872495476124,735.5872495476124,737.0584240467076,734.1160750485171,10000
2000-11-28,736.3178207692323,736.3178207692323,737.7904564107707,734.8451851276939,10000
2000-11-29,745.2255433649004,745.2255433649004,746.7159944516302,743.7350922781707,10000
2000-11-30,734.343149260237,734.343149260237,735.8118355587575,732.8744629617166,10000
2000-12-01,738.6074266912649,738.6074266912649,740.0846415446474,737.1302118378824,10000
2000-12-04,733.7862895344113,733.7862895344113,735.2538621134801,732.3187169553424,10000
2000-12-05,734.5700370758757,734.5700370758757,736.0391771500274,733.100897001724,10000
2000-12-06,724.555540077264,724.555540077264,726.0046511574186,723.1064289971094,10000
2000-12-07,727.6720233869996,727.6720233869996,729.1273674337737,726.2166793402256,10000
2000-12-08,730.0388990575635,730.0388990575635,731.4989768556786,728.5788212594484,10000
2000-12-11,735.6581889499741,735.6581889499741,737.1295053278741,734.1868725720742,10000
2000-12-12,736.1534330049507,736.1534330049507,737.6257398709606,734.6811261389407,10000
2000-12-13,740.8184988205737,740.8184988205737,742.3001358182149,739.3368618229325,10000
2000-12-14,740.4936232366077,740.4936232366077,741.9746104830809,739.0126359901345,10000
2000-12-15,735.3343140023374,735.3343140023374,736.804982630342,733.8636453743327,10000
2000-12-18,737.6649461007945,737.6649461007945,739.1402759929961,736.189616208593,10000
2000-12-19,737.7084696349135,737.7084696349135,739.1838865741834,736.2330526956437,10000
2000-12-20,729.9392521322555,729.9392521322555,731.3991306365201,728.479373627991,10000
2000-12-21,726.7672192396977,726.7672192396977,728.2207536781772,725.3136848012183,10000
2000-12-22,725.7734347823972,725.7734347823972,727.224981651962,724.3218879128324,10000
2000-12-26,724.597249514047,724.597249514047,726.0464440130751,723.1480550150189,10000
2000-12-27,721.8592680869808,721.8592680869808,723.3029866231548,720.4155495508069,10000
2000-12-28,731.9600274908616,731.9600274908616,733.4239475458434,730.4961074358799,10000
2000-12-29,730.8890438369123,730.8890438369123,732.3508219245861,729.4272657492385,10000
2001-01-02,740.3471791949432,740.3471791949432,741.8278735533331,738.8664848365534,10000
2001-01-03,741.2084575830326,741.2084575830326,742.6908744981986,739.7260406678665,10000
2001-01-04,743.6205065404362,743.6205065404362,745.107747553517,742.1332655273553,10000
2001-01-05,741.8305341967134,741.8305341967134,743.3141952651068,740.34687312832,10000
2001-01-08,741.5656540948299,741.5656540948299,743.0487854030196,740.0825227866403,10000
2001-01-09,743.2171824968378,743.2171824968378,744.7036168618315,741.7307481318442,10000
2001-01-10,751.1744810774446,751.1744810774446,752.6768300395995,749.6721321152897,10000
2001-01-11,753.6622499406667,753.6622499406667,755.169574440548,752.1549254407854,10000
2001-01-12,753.598310174271,753.598310174271,755.1055067946195,752.0911135539225,10000
2001-01-16,755.1614914569279,755.1614914569279,756.6718144398418,753.6511684740141,10000
2001-01-17,755.253964878367,755.253964878367,756.7644728081237,753.7434569486103,10000
2001-01-18,751.6460592245089,751.6460592245089,753.149351342958,750.1427671060599,10000
2001-01-19,751.5077714795808,751.5077714795808,753.01078702254,750.0047559366217,10000
2001-01-22,745.6731789199343,745.6731789199343,747.1645252777743,744.1818325620944,10000
2001-01-23,746.5220943885093,746.5220943885093,748.0151385772864,745.0290501997323,10000
2001-01-24,751.5235622773043,751.5235622773043,753.026609401859,750.0205151527497,10000
2001-01-25,750.2436560560565,750.2436560560565,751.7441433681686,748.7431687439444,10000
2001-01-26,754.924709058232,754.924709058232,756.4345584763485,753.4148596401155,10000
2001-01-29,754.7533517999685,754.7533517999685,756.2628585035685,753.2438450963685,10000
2001-01-30,746.612838754919,746.612838754919,748.1060644324289,745.1196130774092,10000
2001-01-31,746.2485582376564,746.2485582376564,747.7410553541317,744.7560611211811,10000
2001-02-01,738.3175099470474,738.3175099470474,739.7941449669414,736.8408749271533,10000
2001-02-02,743.1648558734192,743.1648558734192,744.6511855851661,741.6785261616724,10000
2001-02-05,748.6167128928836,748.6167128928836,750.1139463186694,747.1194794670978,10000
2001-02-06,754.1875665422265,754.1875665422265,755.6959416753109,752.679191409142,10000
2001-02-07,755.5955298324315,755.5955298324315,757.1067208920963,754.0843387727666,10000
2001-02-08,762.5361082109703,762.5361082109703,764.0611804273922,761.0110359945484,10000
2001-02-09,763.114603452602,763.114603452602,764.6408326595072,761.5883742456967,10000
2001-02-12,760.7832476372429,760.7832476372429,762.3048141325173,759.2616811419684,10000
2001-02-13,763.1938347299633,763.1938347299633,764.7202223994233,761.6674470605034,10000
2001-02-14,765.7634412772079,765.7634412772079,767.2949681597623,764.2319143946535,10000
2001-02-15,778.9104269687666,778.9104269687666,780.4682478227041,777.3526061148291,10000
2001-02-16,769.4801196683615,769.4801196683615,771.0190799076981,767.9411594290248,10000
2001-02-20,775.2474035426238,775.2474035426238,776.797898349709,773.6969087355386,10000
2001-02-21,769.4671920568093,769.4671920568093,771.0061264409229,767.9282576726956,10000
2001-02-22,768.9442474123081,768.9442474123081,770.4821359071327,767.4063589174834,10000
2001-02-23,762.2226232597224,762.2226232597224,763.7470685062418,760.6981780132029,10000
2001-02-26,747.6361612043356,747.6361612043356,749.1314335267443,746.1408888819269,10000
2001-02-27,743.8352494904649,743.8352494904649,745.3229199894458,742.3475789914839,10000
2001-02-28,744.816372271104,744.816372271104,746.3060050156462,743.3267395265618,10000
2001-03-01,749.6323573720118,749.6323573720118,751.1316220867559,748.1330926572678,10000
2001-03-02,759.647320633645,759.647320633645,761.1666152749123,758.1280259923777,10000
2001-03-05,757.9893006688385,757.9893006688385,759.5052792701762,756.4733220675008,10000
2001-03-06,765.3281490251644,765.3281490251644,766.8588053232147,763.7974927271141,10000
2001-03-07,760.962174533107,760.962174533107,762.4840988821733,759.4402501840408,10000
2001-03-08,749.178997722675,749.178997722675,750.6773557181203,747.6806397272297,10000
2001-03-09,733.3766165544904,733.3766165544904,734.8433697875994,731.9098633213814,10000
2001-03-12,731.2354360152591,731.2354360152591,732.6979068872896,729.7729651432286,10000
2001-03-13,743.952497374035,743.952497374035,745.4404023687831,742.464592379287,10000
2001-03-14,756.4688337898474,756.4688337898474,757.981771457427,754.9558961222677,10000
2001-03-15,763.3351289987378,763.3351289987378,764.8617992567353,761.8084587407403,10000
2001-03-16,769.7727607962263,769.7727607962263,771.3123063178188,768.2332152746338,10000
2001-03-19,764.3106772190479,764.3106772190479,765.839298573486,762.7820558646098,10000
2001-03-20,762.0809881842486,762.0809881842486,763.6051501606171,760.55682620788,10000
2001-03-21,758.383694157905,758.383694157905,759.9004615462208,756.8669267695892,10000
2001-03-22,760.1080202402204,760.1080202402204,761.6282362807009,758.5878041997399,10000
2001-03-23,759.0500816245117,759.0500816245117,760.5681817877608,757.5319814612626,10000
2001-03-26,758.5355633441312,758.5355633441312,760.0526344708195,757.0184922174429,10000
2001-03-27,760.3650806480514,760.3650806480514,761.8858108093475,758.8443504867553,10000
2001-03-28,764.2932049762576,764.2932049762576,765.8217913862101,762.7646185663051,10000
2001-03-29,767.1013775693153,767.1013775693153,768.6355803244539,765.5671748141767,10000
2001-03-30,770.1891215248912,770.1891215248912,771.729499767941,768.6487432818415,10000
2001-04-02,776.5488449244104,776.5488449244104,778.1019426142593,774.9957472345616,10000
2001-04-03,772.2322582422427,772.2322582422427,773.7767227587271,770.6877937257582,10000
2001-04-04,767.6708189585353,767.6708189585353,769.2061605964524,766.1354773206182,10000
2001-04-05,768.7189187893086,768.7189187893086,770.2563566268873,767.18148095173,10000
2001-04-06,763.181500619502,763.181500619502,764.707863620741,761.655137618263,10000
2001-04-09,768.4174493061985,768.4174493061985,769.9542842048108,766.8806144075861,10000
2001-04-10,771.0867394349053,771.0867394349053,772.6289129137751,769.5445659560355,10000
2001-04-11,766.9962839851006,766.9962839851006,768.5302765530708,765.4622914171304,10000
2001-04-12,762.9816131644545,762.9816131644545,764.5075763907835,761.4556499381256,10000
2001-04-16,753.279287221165,753.279287221165,754.7858457956073,751.7727286467226,10000
2001-04-17,760.6123419880272,760.6123419880272,762.1335666720032,759.0911173040512,10000
2001-04-18,760.2630204603288,760.2630204603288,761.7835465012495,758.7424944194081,10000
2001-04-19,748.1271678605659,748.1271678605659,749.623422196287,746.6309135248448,10000
2001-04-20,749.8789031621197,749.8789031621197,751.378660968444,748.3791453557955,10000
2001-04-23,752.5421018423106,752.5421018423106,754.0471860459952,751.0370176386259,10000
2001-04-24,751.7869489635231,751.7869489635231,753.2905228614501,750.283375065596,10000
2001-04-25,757.2724982170583,757.2724982170583,758.7870432134924,755.7579532206242,10000
2001-04-26,751.0966868818236,751.0966868818236,752.5988802555873,749.5944935080599,10000
2001-04-27,753.0115497986606,753.0115497986606,754.5175728982579,751.5055266990632,10000
2001-04-30,752.9308534815859,752.9308534815859,754.4367151885491,751.4249917746228,10000
2001-05-01,752.1957954899113,752.1957954899113,753.7001870808912,750.6914038989315,10000
2001-05-02,750.2940424450666,750.2940424450666,751.7946305299567,748.7934543601764,10000
2001-05-03,747.6245327671785,747.6245327671785,749.1197818327129,746.1292837016441,10000
2001-05-04,747.8120870284987,747.8120870284987,749.3077112025557,746.3164628544417,10000
2001-05-07,747.367329813686,747.367329813686,748.8620644733134,745.8725951540586,10000
2001-05-08,749.794570312045,749.794570312045,751.2941594526691,748.294981171421,10000
2001-05-09,736.0644878657105,736.0644878657105,737.5366168414419,734.5923588899791,10000
2001-05-10,738.7124407777686,738.7124407777686,740.1898656593241,737.2350158962131,10000
2001-05-11,742.1799046320981,742.1799046320981,743.6642644413623,740.6955448228339,10000
2001-05-14,741.4805094825887,741.4805094825887,742.9634705015538,739.9975484636235,10000
2001-05-15,742.0430462254939,742.0430462254939,743.5271323179448,740.5589601330429,10000
2001-05-16,732.0736457681375,732.0736457681375,733.5377930596737,730.6094984766012,10000
2001-05-17,727.6413354441011,727.6413354441011,729.0966181149893,726.1860527732129,10000
2001-05-18,693.9015231444051,693.9015231444051,695.2893261906939,692.5137200981163,10000
2001-05-21,699.0909808809289,699.0909808809289,700.4891628426908,697.692798919167,10000
2001-05-22,699.3997668871594,699.3997668871594,700.7985664209338,698.0009673533851,10000
2001-05-23,702.5746955285,702.5746955285,703.979844919557,701.169546137443,10000
2001-05-24,714.1863496589949,714.1863496589949,715.6147223583129,712.757976959677,10000
2001-05-25,717.1689528864516,717.1689528864516,718.6032907922245,715.7346149806788,10000
2001-05-29,728.3028204827096,728.3028204827096,729.7594261236751,726.8462148417442,10000
2001-05-30,750.8078235509494,750.8078235509494,752.3094391980512,749.3062079038475,10000
2001-05-31,751.9063877365918,751.9063877365918,753.410200512065,750.4025749611186,10000
2001-06-01,748.3701734445999,748.3701734445999,749.8669137914891,746.8734330977107,10000
2001-06-04,751.8638867815728,751.8638867815728,753.3676145551359,750.3601590080096,10000
2001-06-05,749.3673311472103,749.3673311472103,750.8660658095047,747.8685964849159,10000
2001-06-06,749.795530544372,749.795530544372,751.2951216054607,748.2959394832833,10000
2001-06-07,749.0536699222979,749.0536699222979,750.5517772621425,747.5555625824533,10000
2001-06-08,728.0800130071996,728.0800130071996,729.5361730332139,726.6238529811852,10000
2001-06-11,743.1849278678022,743.1849278678022,744.6712977235378,741.6985580120667,10000
2001-06-12,733.4786008980168,733.4786008980168,734.9455580998128,732.0116436962207,10000
2001-06-13,731.6825393665698,731.6825393665698,733.1459044453029,730.2191742878367,10000
2001-06-14,722.9455198996794,722.9455198996794,724.3914109394788,721.4996288598801,10000
